2	30	3	1	1	2	4	7	4.27	4.89	.08	2.60	3.73	3.00	2.40
2	23	3	1	4	2	2	9	4.93	4.67	.55	1.30	4.21	4.42	5.33
1	27	3	1	4	3	4	7	3.60	3.22	.98	2.50	3.38	4.33	4.13
2	29	3	1	3	2	2	9	4.33	4.44	.14	2.00	3.88	3.75	3.07
2	51	6	1	6	6	1	9	6.60	5.67	-.27	2.20	4.38	4.75	5.07
2	26	3	1	5	3	5	8	1.60	.33	2.48	2.80	3.46	3.42	1.93
1	23	3	1	1	2	3	8	3.20	4.56	.75	3.60	4.29	2.83	2.60
1	33	6	1	1	6	1	8	6.40	5.22	.00	2.20	4.29	4.00	5.00
2	33	3	1	5	3	2	8	4.33	4.44	.15	1.90	4.08	4.42	4.47
2	21	3	1	3	2	4	9	4.60	3.56	.82	2.20	4.17	4.42	4.13
2	25	3	1	1	2	1	10	6.20	6.00	.27	2.10	4.21	4.25	4.07
2	18	3	1	2	2	4	8	3.53	3.78	.78	3.50	4.08	4.17	3.07
2	20	3	1	2	2	5	7	3.73	4.00	1.60	2.70	4.25	3.58	3.40
2	20	3	1	3	3	3	8	4.20	3.67	1.05	2.60	4.32	2.83	2.87
1	21	3	1	4	2	5	9	2.13	1.11	1.57	2.20	3.17	3.92	2.53
2	27	4	1	2	4	1	9	5.87	5.78	-.79	2.10	4.63	4.75	4.87
2	21	3	1	2	3	2	8	5.07	3.11	.20	1.40	4.42	4.33	4.73
2	23	3	1	2	2	3	8	5.13	3.67	.39	1.50	3.08	3.83	4.00
2	34	3	1	5	3	4	8	4.40	4.44	.86	1.80	3.92	3.83	4.53
2	21	3	1	4	2	4	9	3.47	3.00	1.36	2.60	4.17	4.25	2.67
2	999	3	1	999	3	5	9	4.13	4.78	1.05	1.70	3.71	3.83	3.47
2	28	3	1	6	4	2	8	6.00	5.67	.71	3.00	4.38	3.58	3.53
2	30	3	1	2	3	2	9	5.13	4.33	.02	3.00	4.67	4.67	4.07
1	31	3	1	4	3	2	999	4.33	5.22	-.04	2.00	4.68	4.67	4.53
2	24	3	1	5	3	1	9	4.13	3.33	.93	2.10	4.50	4.42	1.73
2	999	3	1	3	2	3	7	4.53	2.78	.63	2.40	4.08	3.33	4.27
2	21	3	1	3	2	4	10	3.00	4.33	.40	2.30	3.96	3.50	3.33
2	19	3	1	2	2	2	9	5.20	4.33	-.03	1.90	4.08	3.80	4.13
2	20	3	1	1	1	1	10	4.53	3.22	.40	1.80	4.13	4.08	5.47
2	27	3	1	4	2	4	5	3.73	1.89	.76	2.40	3.13	3.17	3.00
2	19	3	1	1	2	4	7	4.13	3.56	.45	2.20	4.13	4.33	3.67
2	23	3	1	2	2	4	7	5.80	3.22	.52	1.90	3.96	3.75	3.13
2	26	3	1	5	999	1	9	5.07	4.89	.20	1.80	3.79	3.33	4.27
1	39	4	1	2	999	2	9	4.67	6.00	-.25	3.40	4.42	4.50	5.00
2	26	3	1	5	2	4	8	4.47	4.00	.97	2.80	3.50	3.75	3.27
2	20	3	1	3	2	3	8	4.67	2.44	.55	2.20	3.54	3.50	3.57
2	19	3	1	2	1	4	8	3.27	3.22	1.09	2.00	3.75	3.92	3.60
2	19	3	1	4	2	3	8	4.40	4.00	.19	2.11	4.58	4.45	2.47
2	19	3	1	3	3	1	8	4.47	5.11	.05	2.00	4.71	4.58	3.47
1	24	3	1	5	4	1	8	4.60	4.56	1.48	2.90	3.42	3.58	2.93
2	21	3	1	2	2	2	8	6.07	5.00	.93	2.10	4.38	3.67	4.67
2	20	3	1	3	3	2	7	6.27	2.33	.93	3.20	4.46	3.83	5.47
1	18	3	1	2	1	5	9	3.20	.33	1.63	1.80	4.00	4.00	1.13
2	23	3	1	2	3	3	8	4.33	3.89	.35	2.90	4.00	4.25	3.87
1	25	3	1	4	3	3	9	3.73	2.67	.43	2.60	3.92	4.67	3.67
2	22	3	1	2	3	3	8	5.27	5.44	-.15	2.20	3.96	3.92	4.87
1	23	3	1	4	3	3	8	3.87	3.22	.46	2.00	3.71	3.83	3.67
2	22	3	1	4	4	1	10	6.40	4.67	-.22	1.30	4.33	4.33	5.60
2	22	3	1	4	999	2	8	5.60	4.89	-.30	2.40	4.17	4.67	4.93
2	27	3	1	5	4	4	10	4.73	5.67	-.78	1.90	4.92	4.42	5.40
2	23	3	1	3	2	5	8	3.93	2.67	.58	1.90	3.25	3.92	4.27
2	24	3	1	4	4	3	9	3.87	2.56	.86	3.60	3.92	4.25	3.87
2	22	3	1	2	4	3	8	4.40	2.89	.61	2.50	4.17	4.25	4.27
2	22	2	1	1	3	1	8	4.60	4.67	.00	2.40	4.42	4.08	3.60
1	32	3	1	3	3	4	9	5.07	3.33	.25	3.40	4.17	4.58	4.20
1	23	3	1	3	999	2	8	4.93	4.56	.54	2.80	4.13	4.50	4.53
2	22	3	1	3	2	5	8	2.20	.33	1.43	2.40	4.63	4.83	3.20
1	27	3	1	4	3	1	9	5.27	5.11	-.52	2.50	4.42	4.33	5.13
1	26	3	1	2	3	4	7	3.33	2.22	.68	2.30	4.04	4.00	3.93
2	22	3	1	4	3	2	8	4.33	3.11	.40	2.90	4.29	4.00	1.87
1	30	3	1	5	4	4	8	5.53	5.00	.38	2.30	4.50	3.42	4.53
1	24	3	1	5	3	5	8	1.67	1.22	2.00	3.30	3.96	3.17	2.93
1	21	3	1	4	3	1	10	3.73	5.44	-.40	3.50	4.63	4.25	4.13
2	21	3	1	4	2	5	5	3.60	2.00	1.20	1.80	3.63	3.75	3.87
1	24	3	1	5	3	3	8	4.20	4.00	.50	2.50	3.54	3.67	3.47
1	25	3	1	5	5	2	7	5.20	4.78	-.25	1.80	4.17	4.33	5.60
1	20	3	1	3	2	4	9	5.27	2.67	.54	2.20	4.21	4.67	3.20
1	20	2	1	4	3	2	9	4.07	3.22	2.07	1.60	4.00	4.58	2.27
1	21	3	1	4	2	4	7	4.73	5.22	.39	2.70	3.25	4.25	4.53
1	21	3	1	3	4	2	8	3.93	4.78	.19	1.80	4.29	4.25	4.80
2	20	3	1	1	2	4	8	4.27	5.11	.31	3.20	4.29	4.75	2.80
2	21	3	1	4	3	2	8	5.20	4.44	.92	3.00	4.00	4.17	5.40
1	22	5	1	4	999	4	8	3.93	2.11	.27	2.60	4.58	4.17	2.67
1	25	3	1	3	2	4	8	3.73	3.44	.94	1.90	4.08	3.58	3.73
